iter	Passed	Remaining
1672	14823	73780
1673	14831	73768
1674	14839	73756
1675	14848	73746
1676	14856	73734
1677	14865	73724
1678	14874	73717
1679	14883	73710
1680	14892	73700
1681	14901	73691
1682	14909	73681
1683	14918	73672
1684	14927	73664
1685	14937	73657
1686	14946	73652
1687	14955	73645
1688	14964	73636
1689	14973	73626
1690	14982	73617
1691	14991	73609
1692	15000	73600
1693	15009	73594
1694	15018	73585
1695	15028	73581
1696	15037	73575
1697	15047	73569
1698	15055	73557
1699	15063	73544
1700	15072	73535
1701	15081	73528
1702	15090	73518
1703	15099	73512
1704	15107	73500
1705	15116	73492
1706	15124	73478
1707	15133	73470
1708	15142	73459
1709	15150	73450
1710	15159	73441
1711	15167	73429
1712	15176	73417
1713	15184	73404
1714	15192	73392
1715	15200	73378
1716	15207	73364
1717	15216	73354
1718	15224	73343
1719	15232	73330
1720	15240	73317
1721	15249	73307
1722	15258	73296
1723	15265	73283
1724	15274	73272
1725	15282	73259
1726	15291	73249
1727	15298	73236
1728	15307	73225
1729	15315	73211
1730	15323	73198
1731	15331	73188
1732	15339	73176
1733	15348	73166
1734	15356	73154
1735	15364	73142
1736	15372	73129
1737	15380	73115
1738	15388	73103
1739	15396	73091
1740	15405	73081
1741	15414	73071
1742	15422	73060
1743	15431	73051
1744	15439	73039
1745	15447	73027
1746	15456	73018
1747	15465	73007
1748	15473	72996
1749	15481	72986
1750	15490	72975
1751	15498	72961
1752	15506	72948
1753	15513	72933
1754	15522	72925
1755	15530	72913
1756	15540	72910
1757	15551	72908
1758	15559	72897
1759	15568	72888
1760	15577	72880
1761	15586	72870
1762	15594	72860
1763	15603	72853
1764	15612	72843
1765	15621	72836
1766	15630	72828
1767	15655	72895
1768	15664	72884
1769	15673	72878
1770	15682	72869
1771	15691	72860
1772	15700	72854
1773	15709	72842
1774	15718	72835
1775	15726	72822
1776	15735	72814
1777	15743	72804
1778	15752	72794
1779	15760	72782
1780	15769	72773
1781	15777	72760
1782	15786	72754
1783	15794	72741
1784	15803	72733
1785	15812	72722
1786	15821	72713
1787	15829	72700
1788	15838	72694
1789	15846	72680
1790	15855	72674
1791	15864	72663
1792	15872	72653
1793	15881	72645
1794	15891	72639
1795	15901	72635
1796	15910	72626
1797	15919	72622
1798	15928	72610
1799	15937	72601
1800	15945	72591
1801	15953	72579
1802	15962	72569
1803	15972	72564
1804	15980	72553
1805	15989	72543
1806	15997	72532
1807	16005	72522
1808	16014	72513
1809	16023	72504
1810	16032	72497
1811	16041	72485
1812	16049	72476
1813	16058	72466
1814	16067	72458
1815	16075	72444
1816	16083	72433
1817	16091	72419
1818	16099	72408
1819	16107	72395
1820	16115	72384
1821	16124	72373
1822	16133	72366
1823	16142	72356
1824	16151	72351
1825	16161	72344
1826	16170	72336
1827	16178	72326
1828	16187	72317
1829	16196	72307
1830	16204	72298
1831	16213	72290
1832	16222	72280
1833	16231	72272
1834	16239	72259
1835	16248	72250
1836	16256	72236
1837	16265	72228
1838	16273	72215
1839	16281	72206
1840	16290	72196
1841	16299	72186
1842	16307	72176
1843	16316	72169
1844	16325	72160
1845	16334	72150
1846	16343	72141
1847	16351	72130
1848	16361	72125
1849	16370	72116
1850	16379	72109
1851	16388	72101
1852	16397	72093
1853	16405	72082
1854	16415	72077
1855	16425	72071
1856	16434	72067
1857	16444	72061
1858	16453	72053
1859	16462	72046
1860	16472	72041
1861	16482	72036
1862	16492	72033
1863	16502	72032
1864	16512	72026
1865	16522	72021
1866	16531	72014
1867	16540	72007
1868	16549	71996
1869	16558	71991
1870	16567	71982
1871	16576	71974
1872	16585	71963
1873	16593	71951
1874	16601	71939
1875	16609	71928
1876	16618	71917
1877	16627	71908
1878	16635	71898
1879	16643	71885
1880	16652	71876
1881	16660	71862
1882	16668	71852
1883	16677	71843
1884	16685	71833
1885	16694	71821
1886	16702	71811
1887	16710	71799
1888	16718	71787
1889	16727	71777
1890	16736	71770
1891	16747	71771
1892	16758	71768
1893	16767	71762
1894	16777	71758
1895	16787	71752
1896	16795	71741
1897	16803	71730
1898	16811	71717
1899	16820	71710
1900	16828	71697
1901	16837	71688
1902	16845	71674
1903	16853	71664
1904	16861	71651
1905	16870	71643
1906	16879	71632
1907	16888	71626
1908	16897	71616
1909	16905	71606
1910	16914	71596
1911	16922	71584
1912	16930	71570
1913	16938	71558
1914	16946	71547
1915	16955	71538
1916	16963	71526
1917	16971	71514
1918	16979	71502
1919	16987	71490
1920	16995	71477
1921	17003	71465
1922	17011	71453
1923	17019	71440
1924	17027	71427
1925	17035	71413
1926	17043	71400
1927	17051	71389
1928	17059	71378
1929	17068	71368
1930	17077	71361
1931	17086	71351
1932	17093	71338
1933	17102	71326
1934	17110	71314
1935	17118	71302
1936	17125	71288
1937	17133	71274
1938	17141	71264
1939	17149	71250
1940	17158	71243
1941	17166	71228
1942	17174	71215
1943	17182	71203
1944	17190	71190
1945	17198	71179
1946	17206	71165
1947	17214	71157
1948	17223	71146
1949	17233	71141
1950	17241	71129
1951	17249	71118
1952	17257	71106
1953	17265	71092
1954	17273	71080
1955	17280	71067
1956	17289	71057
1957	17298	71047
1958	17306	71035
1959	17313	71022
1960	17322	71011
1961	17330	70998
1962	17338	70988
1963	17347	70980
1964	17355	70968
1965	17364	70960
1966	17375	70957
1967	17384	70953
1968	17396	70955
1969	17415	70987
1970	17425	70983
1971	17434	70977
1972	17445	70975
1973	17455	70970
1974	17463	70961
1975	17473	70956
1976	17484	70953
1977	17494	70952
1978	17504	70947
1979	17515	70944
1980	17523	70934
1981	17532	70925
1982	17541	70916
1983	17549	70906
1984	17560	70903
1985	17569	70898
1986	17577	70887
1987	17587	70882
1988	17597	70876
1989	17606	70869
1990	17615	70860
1991	17624	70852
1992	17633	70841
1993	17643	70838
1994	17652	70832
1995	17661	70823
1996	17670	70815
1997	17678	70803
1998	17687	70793
1999	17696	70785
2000	17706	70780
2001	17715	70772
2002	17725	70768
2003	17736	70767
2004	17745	70760
2005	17754	70753
2006	17763	70743
2007	17771	70732
2008	17780	70724
2009	17791	70722
2010	17800	70713
2011	17809	70707
2012	17820	70704
2013	17828	70693
2014	17837	70686
2015	17845	70675
2016	17856	70673
2017	17865	70664
2018	17874	70655
2019	17882	70644
2020	17893	70643
2021	17902	70635
2022	17911	70628
2023	17921	70623
2024	17931	70619
2025	17940	70611
2026	17948	70600
2027	17959	70596
2028	17967	70586
2029	17976	70577
2030	17986	70573
2031	17995	70564
2032	18004	70558
2033	18013	70549
2034	18023	70545
2035	18033	70538
2036	18042	70530
2037	18050	70520
2038	18058	70507
2039	18067	70499
2040	18076	70489
2041	18084	70479
2042	18093	70468
2043	18101	70458
2044	18110	70447
2045	18119	70439
2046	18128	70431
2047	18137	70424
2048	18146	70416
2049	18154	70405
2050	18162	70393
2051	18171	70383
2052	18179	70372
2053	18187	70360
2054	18196	70352
2055	18204	70340
2056	18213	70330
2057	18222	70321
2058	18231	70313
2059	18239	70303
2060	18248	70293
2061	18257	70285
2062	18267	70280
2063	18276	70272
2064	18284	70261
2065	18293	70251
2066	18301	70240
2067	18310	70232
2068	18318	70220
2069	18327	70211
2070	18335	70197
2071	18344	70190
2072	18353	70181
2073	18362	70174
2074	18371	70167
2075	18380	70158
2076	18389	70150
2077	18398	70140
2078	18408	70135
2079	18416	70123
2080	18424	70111
2081	18432	70099
2082	18440	70089
2083	18448	70077
2084	18457	70069
2085	18465	70056
2086	18474	70046
2087	18483	70037
2088	18492	70031
2089	18501	70020
2090	18510	70013
2091	18519	70004
2092	18527	69995
2093	18536	69985
2094	18545	69977
2095	18556	69976
2096	18564	69966
2097	18574	69959
2098	18582	69947
2099	18592	69941
2100	18602	69937
2101	18611	69928
2102	18620	69923
2103	18629	69915
2104	18638	69905
2105	18647	69897
2106	18656	69889
2107	18665	69879
2108	18674	69872
2109	18683	69862
2110	18691	69851
2111	18699	69838
2112	18707	69828
2113	18716	69817
2114	18724	69807
2115	18732	69795
2116	18743	69793
2117	18754	69793
2118	18762	69780
2119	18771	69772
2120	18778	69758
2121	18787	69749
2122	18797	69743
2123	18805	69733
2124	18814	69726
2125	18823	69717
2126	18831	69705
2127	18839	69693
2128	18847	69679
2129	18855	69666
2130	18863	69655
2131	18871	69643
2132	18879	69631
2133	18887	69621
2134	18895	69608
2135	18903	69597
2136	18912	69588
2137	18920	69575
2138	18929	69569
2139	18950	69602
2140	18962	69606
2141	18974	69609
2142	18986	69609
2143	18999	69617
2144	19009	69611
2145	19023	69622
2146	19033	69618
2147	19041	69607
2148	19050	69598
2149	19059	69589
2150	19068	69579
2151	19076	69569
2152	19084	69557
2153	19093	69548
2154	19102	69539
2155	19110	69529
2156	19118	69517
2157	19127	69507
2158	19135	69497
2159	19144	69488
2160	19153	69479
2161	19161	69468
2162	19170	69458
2163	19179	69448
2164	19188	69440
2165	19197	69434
2166	19206	69425
2167	19215	69416
2168	19224	69406
2169	19233	69398
2170	19242	69391
2171	19251	69382
2172	19261	69376
2173	19269	69367
2174	19292	69407
2175	19306	69417
2176	19320	69429
2177	19333	69433
2178	19345	69434
2179	19356	69434
2180	19366	69429
2181	19375	69419
2182	19383	69408
2183	19392	69401
2184	19401	69394
2185	19411	69386
2186	19419	69374
2187	19428	69366
2188	19437	69359
2189	19446	69349
2190	19455	69340
2191	19464	69332
2192	19473	69323
2193	19481	69312
2194	19489	69302
2195	19498	69290
2196	19506	69281
2197	19515	69271
2198	19524	69262
2199	19532	69250
2200	19540	69241
2201	19549	69229
2202	19557	69220
2203	19566	69211
2204	19576	69204
2205	19584	69193
2206	19593	69186
2207	19603	69179
2208	19612	69171
2209	19621	69162
2210	19630	69156
2211	19640	69149
2212	19649	69142
2213	19659	69135
2214	19668	69127
2215	19677	69119
2216	19686	69111
2217	19694	69100
2218	19703	69091
2219	19712	69081
2220	19720	69071
2221	19730	69066
2222	19740	69060
2223	19749	69052
2224	19758	69043
2225	19767	69036
2226	19776	69026
2227	19785	69017
2228	19794	69010
2229	19802	68999
2230	19812	68992
2231	19823	68992
2232	19832	68981
2233	19840	68972
2234	19850	68964
2235	19858	68955
2236	19868	68947
2237	19876	68938
2238	19885	68927
2239	19893	68915
2240	19902	68906
2241	19910	68895
2242	19919	68886
2243	19927	68875
2244	19937	68871
2245	19947	68866
2246	19958	68864
2247	19969	68861
2248	19978	68855
2249	19989	68853
2250	20001	68855
2251	20011	68849
2252	20021	68844
2253	20031	68838
2254	20041	68834
2255	20051	68829
2256	20060	68822
2257	20070	68814
2258	20079	68806
2259	20089	68801
2260	20099	68796
2261	20108	68788
2262	20118	68783
2263	20127	68776
2264	20136	68766
2265	20145	68757
2266	20154	68749
2267	20163	68741
2268	20171	68728
2269	20181	68722
2270	20189	68711
2271	20198	68703
2272	20206	68691
2273	20215	68681
2274	20222	68668
2275	20232	68663
2276	20241	68654
2277	20249	68642
2278	20258	68632
2279	20266	68621
2280	20274	68610
2281	20283	68601
2282	20292	68594
2283	20301	68583
2284	20312	68581
2285	20320	68570
2286	20329	68560
2287	20337	68548
2288	20346	68540
2289	20353	68525
2290	20361	68515
2291	20368	68500
2292	20378	68495
2293	20387	68484
2294	20397	68480
2295	20406	68470
2296	20414	68460
2297	20423	68451
2298	20431	68439
2299	20439	68428
2300	20448	68418
2301	20457	68410
2302	20465	68398
2303	20475	68392
2304	20484	68384
2305	20493	68376
2306	20502	68367
2307	20511	68361
2308	20521	68353
2309	20529	68343
2310	20539	68337
2311	20548	68328
2312	20558	68323
2313	20567	68315
2314	20577	68308
2315	20586	68300
2316	20596	68294
2317	20605	68286
2318	20613	68277
2319	20623	68270
2320	20631	68258
2321	20639	68248
2322	20647	68235
2323	20656	68225
2324	20664	68216
2325	20673	68206
2326	20682	68198
2327	20691	68189
2328	20699	68178
2329	20708	68168
2330	20716	68157
2331	20724	68145
2332	20732	68135
2333	20743	68131
2334	20751	68121
2335	20759	68109
2336	20767	68096
2337	20775	68083
2338	20783	68073
2339	20792	68063
2340	20801	68056
2341	20811	68051
2342	20822	68047
2343	20832	68043
2344	20842	68036
2345	20852	68032
2346	20861	68025
2347	20871	68020
2348	20881	68014
2349	20891	68010
2350	20902	68006
2351	20912	68001
2352	20922	67997
2353	20932	67990
2354	20941	67981
2355	20952	67978
2356	20960	67968
2357	20969	67958
2358	20977	67947
2359	20985	67936
2360	20994	67927
2361	21002	67916
2362	21011	67906
2363	21020	67897
2364	21028	67887
2365	21037	67877
2366	21045	67867
2367	21054	67857
2368	21062	67846
2369	21070	67835
2370	21079	67825
2371	21087	67815
2372	21096	67806
2373	21105	67796
2374	21114	67787
2375	21122	67776
2376	21130	67766
2377	21139	67756
2378	21148	67747
2379	21156	67735
2380	21165	67726
2381	21173	67715
2382	21182	67706
2383	21191	67699
2384	21200	67689
2385	21209	67682
2386	21218	67673
2387	21227	67666
2388	21236	67657
2389	21245	67647
2390	21254	67638
2391	21263	67630
2392	21272	67621
2393	21281	67613
2394	21291	67609
2395	21300	67600
2396	21309	67591
2397	21318	67582
2398	21327	67573
2399	21336	67564
2400	21345	67557
2401	21355	67550
2402	21364	67544
2403	21373	67535
2404	21382	67524
2405	21390	67515
2406	21399	67504
2407	21407	67494
2408	21415	67483
2409	21424	67473
2410	21432	67462
2411	21442	67455
2412	21450	67445
2413	21459	67436
2414	21467	67425
2415	21476	67415
2416	21484	67404
2417	21492	67393
2418	21500	67381
2419	21508	67369
2420	21517	67359
2421	21525	67349
2422	21534	67339
2423	21542	67329
2424	21551	67320
2425	21560	67311
2426	21569	67302
2427	21578	67293
2428	21586	67283
2429	21595	67275
2430	21604	67266
2431	21613	67256
2432	21622	67250
2433	21631	67240
2434	21640	67232
2435	21649	67223
2436	21658	67215
2437	21667	67205
2438	21675	67194
2439	21683	67183
2440	21691	67173
2441	21700	67162
2442	21708	67151
2443	21716	67139
2444	21724	67127
2445	21732	67117
2446	21740	67105
2447	21749	67097
2448	21757	67085
2449	21766	67076
2450	21775	67066
2451	21784	67057
2452	21793	67050
2453	21802	67041
2454	21811	67034
2455	21820	67024
2456	21828	67014
2457	21837	67005
2458	21845	66994
2459	21855	66986
2460	21864	66978
2461	21873	66970
2462	21882	66963
2463	21891	66954
2464	21901	66947
2465	21910	66939
2466	21920	66933
2467	21929	66925
2468	21937	66914
2469	21945	66902
2470	21954	66892
2471	21962	66881
2472	21970	66871
2473	21979	66862
2474	21987	66851
2475	21997	66844
2476	22005	66834
2477	22014	66826
2478	22024	66820
2479	22034	66813
2480	22042	66801
2481	22051	66793
2482	22058	66781
2483	22067	66772
2484	22076	66761
2485	22085	66754
2486	22094	66744
2487	22103	66736
2488	22113	66731
2489	22122	66724
2490	22132	66717
2491	22140	66705
2492	22149	66697
2493	22158	66688
2494	22166	66677
2495	22175	66669
2496	22185	66663
2497	22194	66653
2498	22203	66646
2499	22212	66638
2500	22222	66630
2501	22232	66625
2502	22242	66620
2503	22251	66613
2504	22261	66606
2505	22271	66600
2506	22280	66593
2507	22289	66583
2508	22298	66576
2509	22307	66567
2510	22316	66557
2511	22324	66547
2512	22332	66536
2513	22342	66529
2514	22351	66519
2515	22360	66512
2516	22368	66501
2517	22378	66494
2518	22386	66484
2519	22396	66478
2520	22405	66471
2521	22417	66469
2522	22428	66467
2523	22438	66461
2524	22448	66456
2525	22459	66452
2526	22468	66446
2527	22478	66439
2528	22488	66432
2529	22497	66425
2530	22508	66423
2531	22517	66414
2532	22526	66406
2533	22535	66397
2534	22546	66393
2535	22556	66387
2536	22564	66378
2537	22575	66374
2538	22585	66367
2539	22594	66358
2540	22603	66352
2541	22613	66345
2542	22622	66337
2543	22632	66330
2544	22642	66324
2545	22651	66316
2546	22660	66310
2547	22669	66300
2548	22678	66291
2549	22688	66286
2550	22697	66277
2551	22708	66274
2552	22718	66270
2553	22730	66267
2554	22739	66259
2555	22748	66251
2556	22757	66241
2557	22765	66232
2558	22774	66224
2559	22784	66217
2560	22793	66209
2561	22802	66201
2562	22810	66190
2563	22820	66183
2564	22830	66176
2565	22838	66167
2566	22849	66162
2567	22859	66155
2568	22868	66148
2569	22877	66138
2570	22886	66132
2571	22895	66123
2572	22904	66113
2573	22912	66102
2574	22922	66095
2575	22930	66084
2576	22940	66080
2577	22950	66075
2578	22959	66065
2579	22968	66057
2580	22977	66047
2581	22985	66037
2582	22995	66030
2583	23005	66023
2584	23014	66016
2585	23022	66006
2586	23031	65995
2587	23040	65986
2588	23049	65978
2589	23058	65969
2590	23067	65961
2591	23076	65952
2592	23086	65947
2593	23096	65942
2594	23105	65933
2595	23114	65925
2596	23123	65914
2597	23132	65908
2598	23140	65896
2599	23150	65890
2600	23160	65884
2601	23169	65875
2602	23179	65868
2603	23187	65858
2604	23198	65855
2605	23207	65845
2606	23216	65837
2607	23225	65829
2608	23234	65819
2609	23242	65809
2610	23250	65799
2611	23259	65789
2612	23268	65779
2613	23275	65767
2614	23283	65755
2615	23293	65747
2616	23301	65737
2617	23309	65727
2618	23317	65715
2619	23326	65705
2620	23334	65693
2621	23342	65682
2622	23350	65670
2623	23358	65658
2624	23365	65645
2625	23373	65634
2626	23381	65622
2627	23389	65611
2628	23397	65600
2629	23405	65590
2630	23415	65581
2631	23424	65573
2632	23433	65565
2633	23441	65555
2634	23450	65545
2635	23459	65538
2636	23468	65528
2637	23477	65519
2638	23486	65511
2639	23495	65502
2640	23504	65495
2641	23514	65486
2642	23523	65480
2643	23532	65469
2644	23540	65460
2645	23549	65450
2646	23558	65441
2647	23566	65430
2648	23574	65420
2649	23582	65409
2650	23591	65399
2651	23599	65388
2652	23608	65380
2653	23616	65368
2654	23625	65358
2655	23633	65348
2656	23642	65338
2657	23650	65327
2658	23658	65315
2659	23666	65304
2660	23674	65293
2661	23682	65283
2662	23691	65272
2663	23699	65263
2664	23708	65254
2665	23717	65244
2666	23726	65237
2667	23735	65227
2668	23743	65215
2669	23751	65206
2670	23760	65197
2671	23769	65187
2672	23777	65176
2673	23785	65166
2674	23793	65153
2675	23801	65143
2676	23810	65133
2677	23820	65128
2678	23829	65118
2679	23838	65110
2680	23847	65101
2681	23856	65093
2682	23865	65084
2683	23873	65074
2684	23882	65066
2685	23891	65057
2686	23900	65048
2687	23908	65038
2688	23917	65029
2689	23926	65019
2690	23935	65010
2691	23943	65000
2692	23953	64992
2693	23961	64982
2694	23971	64976
2695	23980	64968
2696	23990	64962
2697	24000	64956
2698	24010	64948
2699	24019	64942
2700	24030	64938
2701	24039	64928
2702	24048	64922
2703	24057	64913
2704	24068	64910
2705	24079	64905
2706	24087	64896
2707	24096	64887
2708	24105	64878
2709	24115	64871
2710	24125	64864
2711	24133	64855
2712	24141	64844
2713	24150	64833
2714	24158	64823
2715	24167	64814
2716	24175	64803
2717	24183	64792
2718	24192	64783
2719	24200	64771
2720	24208	64761
2721	24217	64752
2722	24226	64742
2723	24234	64732
2724	24243	64723
2725	24251	64713
2726	24259	64702
2727	24267	64689
2728	24275	64677
2729	24282	64665
2730	24290	64654
2731	24299	64643
2732	24307	64632
2733	24314	64620
2734	24322	64607
2735	24329	64595
2736	24337	64582
2737	24345	64570
2738	24352	64557
2739	24360	64546
2740	24368	64535
2741	24376	64524
2742	24384	64512
2743	24392	64500
2744	24400	64489
2745	24408	64478
2746	24416	64467
2747	24424	64456
2748	24432	64445
2749	24440	64433
2750	24448	64422
2751	24455	64409
2752	24464	64400
2753	24472	64390
2754	24480	64378
2755	24489	64369
2756	24497	64359
2757	24506	64349
2758	24514	64338
2759	24523	64328
2760	24531	64318
2761	24539	64308
2762	24548	64297
2763	24557	64291
2764	24567	64282
2765	24577	64277
2766	24586	64270
2767	24595	64260
2768	24605	64253
2769	24614	64247
2770	24624	64241
2771	24633	64231
2772	24641	64221
2773	24649	64210
2774	24658	64200
2775	24666	64189
2776	24674	64179
2777	24683	64170
2778	24692	64162
2779	24702	64154
2780	24712	64148
2781	24722	64142
2782	24733	64139
2783	24741	64128
2784	24749	64118
2785	24758	64109
2786	24766	64099
2787	24774	64087
2788	24782	64076
2789	24791	64066
2790	24799	64056
2791	24809	64048
2792	24819	64044
2793	24830	64040
2794	24841	64036
2795	24851	64031
2796	24862	64026
2797	24872	64021
2798	24882	64014
2799	24892	64008
2800	24902	64002
2801	24912	63997
2802	24922	63990
2803	24932	63985
2804	24942	63978
2805	24952	63972
2806	24961	63965
2807	24970	63956
2808	24979	63946
2809	24988	63937
2810	24996	63928
2811	25004	63916
2812	25014	63909
2813	25022	63898
2814	25030	63888
2815	25038	63876
2816	25046	63865
2817	25054	63854
2818	25062	63844
2819	25071	63833
2820	25079	63823
2821	25087	63812
2822	25096	63802
2823	25105	63795
2824	25113	63784
2825	25121	63772
2826	25129	63760
2827	25137	63749
2828	25144	63737
2829	25152	63726
2830	25160	63715
2831	25168	63703
2832	25176	63692
2833	25184	63681
2834	25192	63670
2835	25200	63659
2836	25209	63649
2837	25217	63638
2838	25225	63627
2839	25232	63614
2840	25240	63603
2841	25248	63591
2842	25257	63582
2843	25265	63573
2844	25273	63561
2845	25281	63550
2846	25289	63539
2847	25297	63528
2848	25306	63519
2849	25314	63509
2850	25323	63498
2851	25331	63488
2852	25339	63477
2853	25347	63467
2854	25356	63456
2855	25364	63446
2856	25372	63435
2857	25381	63426
2858	25389	63415
2859	25398	63407
2860	25407	63397
2861	25415	63388
2862	25424	63378
2863	25432	63368
2864	25441	63358
2865	25449	63348
2866	25458	63340
2867	25467	63330
2868	25476	63321
2869	25485	63314
2870	25495	63307
2871	25504	63300
2872	25514	63292
2873	25524	63286
2874	25533	63277
2875	25542	63270
2876	25552	63264
2877	25561	63255
2878	25570	63247
2879	25579	63236
2880	25587	63227
2881	25596	63219
2882	25605	63210
2883	25615	63202
2884	25624	63195
2885	25632	63184
2886	25641	63175
2887	25650	63166
2888	25658	63156
2889	25667	63146
2890	25675	63136
2891	25683	63125
2892	25691	63113
2893	25699	63102
2894	25707	63091
2895	25715	63082
2896	25724	63072
2897	25733	63063
2898	25741	63053
2899	25749	63043
2900	25758	63032
2901	25766	63022
2902	25775	63013
2903	25784	63005
2904	25793	62995
2905	25802	62986
2906	25810	62976
2907	25819	62967
2908	25826	62955
2909	25835	62947
2910	25843	62936
2911	25852	62925
2912	25859	62913
2913	25867	62902
2914	25875	62891
2915	25883	62880
2916	25891	62869
2917	25899	62857
2918	25906	62844
2919	25914	62832
2920	25922	62823
2921	25930	62810
2922	25937	62798
2923	25945	62788
2924	25953	62776
2925	25961	62766
2926	25970	62755
2927	25978	62746
2928	25986	62735
2929	25994	62724
2930	26003	62714
2931	26011	62704
2932	26020	62695
2933	26029	62686
2934	26037	62675
2935	26045	62666
2936	26054	62657
2937	26063	62648
2938	26071	62637
2939	26081	62630
2940	26090	62621
2941	26098	62611
2942	26106	62600
2943	26114	62589
2944	26122	62578
2945	26130	62568
2946	26138	62556
2947	26146	62546
2948	26154	62534
2949	26162	62523
2950	26170	62513
2951	26178	62502
2952	26186	62491
2953	26194	62481
2954	26202	62469
2955	26211	62459
2956	26219	62449
2957	26228	62441
2958	26236	62430
2959	26244	62420
2960	26252	62408
2961	26260	62398
2962	26269	62387
2963	26278	62379
2964	26288	62373
2965	26298	62367
2966	26308	62362
2967	26318	62354
2968	26329	62351
2969	26340	62347
2970	26351	62343
2971	26361	62339
2972	26372	62334
2973	26381	62326
2974	26391	62320
2975	26400	62310
2976	26410	62303
2977	26418	62294
2978	26429	62288
2979	26438	62280
2980	26446	62270
2981	26455	62261
2982	26464	62252
2983	26472	62242
2984	26480	62231
2985	26489	62222
2986	26497	62213
2987	26506	62204
2988	26515	62194
2989	26523	62183
2990	26532	62174
2991	26540	62165
2992	26548	62154
2993	26557	62144
2994	26564	62132
2995	26573	62122
2996	26581	62111
2997	26590	62103
2998	26598	62092
2999	26607	62085
3000	26615	62072
3001	26624	62064
3002	26633	62055
3003	26642	62046
3004	26650	62037
3005	26658	62026
3006	26667	62016
3007	26675	62005
3008	26683	61996
3009	26692	61986
3010	26700	61975
3011	26708	61964
3012	26718	61959
3013	26726	61947
3014	26734	61936
3015	26742	61925
3016	26749	61913
3017	26757	61902
3018	26765	61891
3019	26773	61881
3020	26781	61870
3021	26790	61862
3022	26799	61851
3023	26807	61842
3024	26816	61833
3025	26825	61823
3026	26833	61814
3027	26841	61803
3028	26851	61796
3029	26859	61786
3030	26868	61778
3031	26877	61768
3032	26886	61759
3033	26894	61749
3034	26902	61738
3035	26910	61728
3036	26918	61717
3037	26926	61705
3038	26934	61696
3039	26943	61685
3040	26951	61675
3041	26959	61663
3042	26967	61652
3043	26974	61641
3044	26982	61630
3045	26991	61620
3046	26998	61609
3047	27006	61597
3048	27014	61586
3049	27022	61575
3050	27030	61566
3051	27039	61555
3052	27048	61546
3053	27056	61537
3054	27064	61527
3055	27072	61515
3056	27080	61504
3057	27088	61492
3058	27096	61482
3059	27104	61472
3060	27112	61462
3061	27121	61453
3062	27129	61442
3063	27137	61431
3064	27146	61423
3065	27155	61414
3066	27165	61407
3067	27174	61399
3068	27182	61389
3069	27192	61381
3070	27200	61372
3071	27209	61362
3072	27217	61352
3073	27226	61343
3074	27234	61333
3075	27243	61325
3076	27252	61315
3077	27263	61311
3078	27273	61305
3079	27282	61296
3080	27291	61288
3081	27300	61280
3082	27309	61270
3083	27317	61260
3084	27335	61271
3085	27346	61269
3086	27361	61272
3087	27374	61272
3088	27385	61270
3089	27397	61267
3090	27407	61261
3091	27416	61253
3092	27427	61247
3093	27438	61243
3094	27449	61239
3095	27459	61234
3096	27472	61233
3097	27482	61229
3098	27496	61230
3099	27507	61227
3100	27519	61223
3101	27529	61218
3102	27540	61214
3103	27552	61211
3104	27563	61208
3105	27575	61205
3106	27585	61200
3107	27597	61198
3108	27607	61192
3109	27617	61185
3110	27629	61181
3111	27641	61180
3112	27651	61174
3113	27664	61174
3114	27675	61169
3115	27689	61173
3116	27701	61170
3117	27712	61166
3118	27722	61160
3119	27734	61158
3120	27745	61154
3121	27757	61150
3122	27768	61148
3123	27781	61147
3124	27793	61145
3125	27804	61141
3126	27814	61134
3127	27824	61128
3128	27835	61124
3129	27847	61121
3130	27857	61115
3131	27868	61110
3132	27878	61105
3133	27888	61099
3134	27898	61091
3135	27907	61083
3136	27918	61078
3137	27927	61069
3138	27937	61063
3139	27946	61054
3140	27955	61046
3141	27964	61037
3142	27974	61030
3143	27982	61020
3144	27990	61008
3145	27998	60999
3146	28007	60989
3147	28015	60979
3148	28023	60968
3149	28045	60987
3150	28057	60986
3151	28070	60986
3152	28081	60980
3153	28093	60978
3154	28102	60970
3155	28111	60962
3156	28121	60954
3157	28131	60947
3158	28139	60937
3159	28148	60929
3160	28156	60918
3161	28166	60910
3162	28175	60902
3163	28185	60896
3164	28195	60890
3165	28204	60881
3166	28213	60872
3167	28221	60861
3168	28230	60852
3169	28238	60841
3170	28247	60834
3171	28257	60827
3172	28267	60821
3173	28279	60817
3174	28289	60810
3175	28298	60803
3176	28309	60797
3177	28318	60789
3178	28328	60782
3179	28338	60775
3180	28348	60769
3181	28357	60760
3182	28366	60752
3183	28376	60746
3184	28385	60737
3185	28395	60729
3186	28403	60720
3187	28412	60710
3188	28421	60702
3189	28430	60693
3190	28439	60685
3191	28449	60677
3192	28459	60671
3193	28467	60661
3194	28477	60653
3195	28485	60643
3196	28494	60633
3197	28502	60623
3198	28510	60613
3199	28519	60603
3200	28527	60593
3201	28536	60584
3202	28545	60575
3203	28554	60566
3204	28562	60556
3205	28571	60546
3206	28580	60539
3207	28589	60529
3208	28597	60519
3209	28606	60509
3210	28614	60499
3211	28622	60489
3212	28631	60480
3213	28640	60470
3214	28649	60461
3215	28657	60450
3216	28664	60439
3217	28672	60428
3218	28680	60417
3219	28689	60408
3220	28697	60398
3221	28706	60387
3222	28713	60376
3223	28722	60367
3224	28730	60355
3225	28738	60345
