iter	RMSE
491	4637.293426
492	4635.679163
493	4634.550654
494	4633.80116
495	4632.27155
496	4631.140466
497	4630.402577
498	4629.088028
499	4628.303748
500	4627.361795
501	4626.022357
502	4624.699202
503	4623.699147
504	4619.924858
505	4619.088294
506	4617.696889
507	4614.192714
508	4612.993419
509	4612.026404
510	4610.833583
511	4610.221363
512	4609.063637
513	4607.597811
514	4606.417219
515	4605.47929
516	4604.522373
517	4603.499446
518	4602.6329
519	4600.519125
520	4599.587466
521	4597.955965
522	4597.39467
523	4596.327109
524	4595.434202
525	4594.19743
526	4593.509834
527	4592.108452
528	4590.544623
529	4589.410108
530	4587.58446
531	4586.605815
532	4583.540262
533	4582.527679
534	4579.525555
535	4577.24221
536	4576.756603
537	4575.225531
538	4573.906246
539	4572.792765
540	4569.233483
541	4567.942538
542	4566.999294
543	4565.623376
544	4564.712248
545	4561.782333
546	4560.628582
547	4559.391741
548	4558.670517
549	4557.774907
550	4556.567258
551	4555.738943
552	4552.999444
553	4549.92275
554	4548.927095
555	4547.413431
556	4546.247639
557	4545.385364
558	4543.122751
559	4542.220678
560	4541.256376
561	4540.318199
562	4539.324943
563	4538.314963
564	4535.401692
565	4534.077847
566	4532.965129
567	4530.512003
568	4529.651123
569	4528.927007
570	4528.18902
571	4526.760311
572	4525.782254
573	4523.733309
574	4522.599505
575	4520.973657
576	4519.702582
577	4518.767873
578	4517.675807
579	4517.091144
580	4516.297119
581	4514.838682
582	4513.817564
583	4512.893563
584	4512.052419
585	4510.901734
586	4510.013254
587	4509.269109
588	4508.199416
589	4506.359695
590	4505.430412
591	4504.623683
592	4503.809269
593	4503.224138
594	4502.4306
595	4501.511965
596	4500.357694
597	4499.519575
598	4499.100782
599	4498.225313
600	4497.80025
601	4496.903443
602	4496.209666
603	4494.775473
604	4492.108768
605	4490.984477
606	4489.604627
607	4488.898977
608	4487.559324
609	4486.5545
610	4485.269129
611	4484.224828
612	4482.646712
613	4481.842777
614	4481.028643
615	4480.288208
616	4477.514991
617	4476.464617
618	4475.493387
619	4474.640926
620	4471.428733
621	4469.308992
622	4468.349639
623	4467.223196
624	4466.360472
625	4465.727195
626	4464.536905
627	4464.037685
628	4463.006976
629	4462.386025
630	4461.596352
631	4460.542858
632	4460.162573
633	4459.045165
634	4458.206854
635	4455.980437
636	4454.854269
637	4454.205736
638	4453.175284
639	4451.954865
640	4450.811663
641	4449.651222
642	4447.345452
643	4446.4715
644	4445.509752
645	4444.682895
646	4443.670126
647	4443.059439
648	4442.326353
649	4441.411285
650	4440.853581
651	4438.858765
652	4438.119879
653	4437.284227
654	4434.806646
655	4433.779512
656	4433.24447
657	4432.097278
658	4431.687491
659	4430.774362
660	4430.040379
661	4429.13204
662	4427.037797
663	4425.940498
664	4425.324718
665	4424.644686
666	4424.014034
667	4422.446944
668	4420.904438
669	4419.886695
670	4418.81264
671	4418.085737
672	4417.305991
673	4416.757611
674	4415.613391
675	4415.033364
676	4414.517413
677	4413.839706
678	4412.771281
679	4410.647829
680	4409.866127
681	4407.761571
682	4406.718801
683	4405.98941
684	4405.604057
685	4404.680394
686	4403.991512
687	4403.469192
688	4402.361546
689	4401.192275
690	4400.275318
691	4399.197433
692	4398.422698
693	4397.597742
694	4395.555332
695	4394.980919
696	4394.574496
697	4394.036522
698	4392.502874
699	4391.482509
700	4390.266718
701	4389.60693
702	4389.204725
703	4388.18564
704	4387.326218
705	4386.671183
706	4385.979276
707	4385.527767
708	4384.655668
709	4383.872189
710	4383.043829
711	4382.220663
712	4381.6209
713	4380.386804
714	4379.199568
715	4378.633641
716	4377.600148
717	4376.838587
718	4376.020397
719	4375.268916
720	4374.60993
721	4373.823977
722	4372.948345
723	4372.224837
724	4371.679828
725	4370.877137
726	4370.22439
727	4368.835977
728	4367.068255
729	4366.523971
730	4365.56011
731	4364.637558
732	4364.139557
733	4361.985249
734	4360.70403
735	4360.039823
736	4359.51909
737	4357.591333
738	4354.516184
739	4353.793148
740	4352.819383
741	4351.954841
742	4351.006108
743	4350.533141
744	4349.525939
745	4348.980563
746	4347.966973
747	4345.154136
748	4344.550167
749	4344.080246
750	4343.229048
751	4342.396082
752	4341.348861
753	4339.825096
754	4339.201273
755	4336.525192
756	4335.938906
757	4335.313675
758	4334.234609
759	4332.913189
760	4332.138754
761	4330.789421
762	4329.900738
763	4329.22977
764	4328.362756
765	4327.755416
766	4327.274638
767	4325.483013
768	4324.632742
769	4323.59267
770	4322.829207
771	4322.065347
772	4321.372821
773	4320.639077
774	4320.096635
775	4319.692145
776	4318.955572
777	4318.485879
778	4318.132437
779	4317.045311
780	4316.469076
781	4315.659485
782	4315.134194
783	4314.242142
784	4313.837099
785	4312.94161
786	4309.939928
787	4308.979513
788	4307.449702
789	4305.638349
790	4302.847961
791	4301.749036
792	4300.88797
793	4298.53806
794	4297.554411
795	4297.140582
796	4296.446095
797	4295.452644
798	4294.662087
799	4293.682001
800	4292.939904
801	4292.387921
802	4290.309588
803	4289.664853
804	4288.829129
805	4288.429141
806	4287.90734
807	4287.143355
808	4286.66677
809	4286.132117
810	4284.986546
811	4284.315188
812	4282.898896
813	4282.1867
814	4281.691826
815	4281.194566
816	4280.068879
817	4279.557516
818	4278.861591
819	4278.03889
820	4277.152745
821	4276.456183
822	4275.675181
823	4275.307741
824	4274.566065
825	4274.022634
826	4272.224657
827	4271.681791
828	4270.924844
829	4270.126272
830	4269.285341
831	4268.713773
832	4268.141066
833	4267.132507
834	4266.774511
835	4266.150403
836	4264.089928
837	4263.280012
838	4262.467229
839	4262.074966
840	4261.002163
841	4259.544935
842	4258.700952
843	4257.962237
844	4257.154602
845	4255.701781
846	4254.844742
847	4254.130571
848	4253.580831
849	4252.839023
850	4252.409849
851	4251.746235
852	4251.196292
853	4250.652664
854	4249.827481
855	4249.441209
856	4248.801327
857	4248.329917
858	4247.691292
859	4247.300656
860	4246.871277
861	4246.265756
862	4245.792549
863	4245.331528
864	4244.461055
865	4243.613434
866	4243.160785
867	4242.199995
868	4241.600398
869	4240.936332
870	4239.965367
871	4238.935695
872	4238.359313
873	4237.828803
874	4237.39555
875	4236.798546
876	4235.832693
877	4234.938214
878	4234.344978
879	4233.397853
880	4232.496015
881	4231.788548
882	4229.59681
883	4228.88676
884	4227.272253
885	4226.767222
886	4226.406595
887	4226.005941
888	4225.449448
889	4224.999077
890	4224.362527
891	4223.297003
892	4222.388032
893	4221.870884
894	4221.341883
895	4220.734532
896	4219.985831
897	4219.357038
898	4218.722458
899	4218.287106
900	4217.599397
901	4217.076655
902	4216.712155
903	4214.545621
904	4214.007371
905	4213.711748
906	4212.78138
907	4212.270298
908	4211.819842
909	4209.965282
910	4209.442741
911	4208.971952
912	4208.187072
913	4207.583977
914	4206.826312
915	4205.735311
916	4204.928314
917	4204.261704
918	4203.717301
919	4203.064331
920	4202.126929
921	4201.353882
922	4200.590904
923	4199.725445
924	4199.236571
925	4198.02764
926	4197.120213
927	4195.190526
928	4194.51228
929	4194.113546
930	4193.340425
931	4192.681243
932	4191.8544
933	4189.402179
934	4188.641408
935	4187.971575
936	4187.762646
937	4187.004506
938	4186.378835
939	4186.031967
940	4185.168236
941	4184.589743
942	4183.794131
943	4183.565936
944	4183.309377
945	4182.630303
946	4182.036397
947	4181.470915
948	4181.017688
949	4180.731503
950	4180.289222
951	4180.081523
952	4179.601749
953	4177.863819
954	4177.217341
955	4176.731503
956	4176.185521
957	4175.650568
958	4175.308869
959	4174.86636
960	4174.230933
961	4173.612175
962	4172.863853
963	4172.447241
964	4172.215356
965	4171.718598
966	4170.952609
967	4170.203795
968	4169.735663
969	4168.601152
970	4167.816521
971	4167.356138
972	4166.583442
973	4165.827922
974	4165.41598
975	4164.481208
976	4163.578659
977	4162.867488
978	4162.242652
979	4161.489579
980	4161.127087
981	4160.858988
982	4160.138145
983	4159.37642
984	4158.417899
985	4157.926407
986	4157.401804
987	4156.834403
988	4156.351709
989	4155.977418
990	4155.420535
991	4154.942041
992	4154.412759
993	4153.543829
994	4153.038895
995	4152.257138
996	4151.772218
997	4151.40705
998	4149.606694
999	4148.75696
1000	4148.325913
1001	4147.280626
1002	4146.811945
1003	4146.456448
1004	4145.854255
1005	4143.995258
1006	4143.388606
1007	4142.984236
1008	4142.196821
1009	4141.611384
1010	4141.292537
1011	4140.711542
1012	4140.00175
1013	4137.816877
1014	4136.916758
1015	4136.593408
1016	4136.228586
1017	4136.07853
1018	4135.297346
1019	4134.946409
1020	4134.512168
1021	4133.401141
1022	4132.909114
1023	4131.421239
1024	4131.012042
1025	4130.31025
1026	4129.740355
1027	4129.18087
1028	4128.714865
1029	4126.572656
1030	4125.749164
1031	4124.912299
1032	4124.202763
1033	4123.747488
1034	4123.230184
1035	4122.877718
1036	4122.100765
1037	4121.071375
1038	4120.674376
1039	4119.121199
1040	4116.99077
1041	4116.342705
1042	4115.823631
1043	4115.218078
1044	4114.575961
1045	4114.184967
1046	4113.716028
1047	4113.145402
1048	4112.682895
1049	4112.260147
1050	4111.389911
1051	4110.894941
1052	4110.457227
1053	4110.011115
1054	4109.442203
1055	4108.762379
1056	4108.224788
1057	4107.644803
1058	4106.606954
1059	4106.107151
1060	4105.704234
1061	4105.142063
1062	4104.537964
1063	4104.142012
1064	4103.757164
1065	4103.07947
1066	4102.702544
1067	4101.285816
1068	4100.808533
1069	4100.314931
1070	4099.444591
1071	4098.832863
1072	4098.3449
1073	4097.718038
1074	4097.058886
1075	4096.73187
1076	4095.935686
1077	4095.470682
1078	4094.64139
1079	4094.125331
1080	4093.807238
1081	4093.282489
1082	4092.946336
1083	4092.216688
1084	4091.53876
1085	4091.010229
1086	4090.821605
1087	4090.31453
1088	4089.844739
1089	4088.87282
1090	4088.239918
1091	4087.445348
1092	4086.952125
1093	4086.474717
1094	4086.225751
1095	4085.855353
1096	4085.580159
1097	4085.194969
1098	4084.761132
1099	4084.382666
1100	4084.010826
1101	4083.455676
1102	4082.822401
1103	4082.404127
1104	4081.901048
1105	4081.305584
1106	4080.882107
1107	4080.029479
1108	4079.488057
1109	4079.142786
1110	4078.562981
1111	4078.05666
1112	4077.684243
1113	4076.803223
1114	4076.161264
1115	4075.669353
1116	4075.368513
1117	4074.83787
1118	4074.059807
1119	4073.579357
1120	4073.046031
1121	4072.354363
1122	4071.715112
1123	4071.302004
1124	4070.980231
1125	4070.438843
1126	4069.913807
1127	4069.532162
1128	4068.872137
1129	4068.506063
1130	4067.804396
1131	4066.885549
1132	4066.399548
1133	4066.006811
1134	4065.422088
1135	4064.925607
1136	4064.435946
1137	4063.970601
1138	4063.306652
1139	4062.960237
1140	4062.203531
1141	4061.684397
1142	4061.327731
1143	4060.783158
1144	4060.313325
1145	4059.593221
1146	4059.023386
1147	4058.502857
1148	4057.8086
1149	4057.284991
1150	4056.905712
1151	4056.610902
1152	4056.139931
1153	4055.845368
1154	4054.351517
1155	4053.948149
1156	4053.690048
1157	4053.110718
1158	4052.558296
1159	4052.042193
1160	4051.461138
1161	4050.840693
1162	4050.385264
1163	4050.06278
1164	4049.868608
1165	4049.185615
1166	4048.571689
1167	4048.181063
1168	4047.856648
1169	4047.483411
1170	4047.223836
1171	4046.572845
1172	4046.223192
1173	4045.579398
1174	4045.267107
1175	4044.908664
1176	4044.497622
1177	4044.242123
1178	4043.514421
1179	4042.924366
1180	4042.411985
1181	4041.706865
1182	4040.15011
1183	4039.789984
1184	4039.425628
1185	4038.88149
1186	4038.604919
1187	4038.191586
1188	4037.735725
1189	4036.963143
1190	4036.357625
1191	4035.929399
1192	4035.654166
1193	4035.274536
1194	4035.056285
1195	4034.803163
1196	4032.831376
1197	4032.503527
1198	4031.844616
1199	4031.313659
1200	4030.972836
1201	4030.573774
1202	4030.057018
1203	4029.591793
1204	4029.080301
1205	4028.580234
1206	4028.070852
1207	4027.87653
1208	4027.361447
1209	4027.0552
1210	4026.752354
1211	4026.446452
1212	4025.762785
1213	4025.323805
1214	4024.666565
1215	4022.750946
1216	4022.077915
1217	4021.649228
1218	4020.078873
1219	4018.978734
1220	4018.216409
1221	4017.972947
1222	4017.314462
1223	4016.859979
1224	4016.451004
1225	4016.189182
1226	4015.791322
1227	4015.487783
1228	4014.993176
1229	4014.578199
1230	4014.04672
1231	4013.681513
1232	4012.823619
1233	4011.968641
1234	4011.662804
1235	4011.006225
1236	4010.605635
1237	4010.149445
1238	4009.694116
1239	4009.231943
1240	4008.581151
1241	4007.997831
1242	4007.726955
1243	4007.269671
1244	4006.840595
1245	4006.169729
1246	4005.562816
1247	4005.232891
1248	4004.57366
1249	4004.158548
1250	4003.659891
1251	4003.037392
1252	4002.514152
1253	4001.956757
1254	4001.165271
1255	4000.493821
1256	3999.704445
1257	3999.411599
1258	3998.950701
1259	3998.582506
1260	3998.165169
1261	3997.800186
1262	3997.40536
1263	3996.999923
1264	3996.440035
1265	3996.068876
1266	3995.830767
1267	3995.305184
1268	3994.614107
1269	3994.131949
1270	3993.523953
1271	3992.872787
1272	3992.280805
1273	3991.728545
1274	3991.125471
1275	3990.512356
1276	3989.740802
1277	3989.301692
1278	3988.705552
1279	3988.486784
1280	3988.074028
1281	3987.783298
1282	3987.482143
1283	3986.938723
1284	3986.35509
1285	3985.029189
1286	3984.410132
1287	3984.108232
1288	3983.83186
1289	3983.218178
1290	3982.607574
1291	3982.048308
1292	3981.435119
1293	3980.883767
1294	3980.324204
1295	3979.889358
1296	3979.280054
1297	3978.982441
1298	3978.519558
1299	3978.292445
1300	3977.685777
1301	3977.433283
1302	3976.882006
1303	3976.270588
1304	3975.781253
1305	3975.39953
1306	3974.975866
1307	3974.55799
1308	3973.877265
1309	3973.60384
1310	3973.17844
1311	3972.888604
1312	3972.284021
1313	3971.939332
1314	3971.522688
1315	3971.147146
1316	3970.562494
1317	3970.23433
1318	3969.712407
1319	3969.323086
1320	3969.109312
1321	3968.6824
1322	3968.477799
1323	3967.907659
1324	3967.081997
1325	3966.659981
1326	3966.076826
1327	3964.000384
1328	3962.580216
1329	3962.063095
1330	3961.459604
1331	3960.961147
1332	3960.387563
1333	3959.962246
1334	3959.701492
1335	3959.326306
1336	3958.941275
1337	3958.383406
1338	3958.139241
1339	3957.057232
1340	3956.583629
1341	3956.378586
1342	3956.143669
1343	3955.721863
1344	3955.177831
1345	3954.843638
1346	3954.64274
1347	3954.473499
1348	3954.164905
1349	3953.735541
1350	3953.220161
1351	3952.936044
1352	3952.194145
1353	3951.684476
1354	3951.488951
1355	3950.428503
1356	3950.021025
1357	3949.56619
1358	3949.242251
1359	3948.911177
1360	3948.376704
1361	3947.897
1362	3946.980556
1363	3946.45281
1364	3945.792928
1365	3945.247686
1366	3944.868166
1367	3944.460325
1368	3944.114046
1369	3943.200615
1370	3942.945184
1371	3942.366452
1372	3941.948891
1373	3941.530571
1374	3940.990428
1375	3940.517804
1376	3940.003494
1377	3939.486484
1378	3938.925352
1379	3938.537949
1380	3938.138684
1381	3937.850471
1382	3937.599255
1383	3937.211625
1384	3936.651961
1385	3936.245647
1386	3935.984961
1387	3935.426398
1388	3935.09762
1389	3934.640416
1390	3934.315044
1391	3934.098888
1392	3933.702781
1393	3933.357109
1394	3933.112406
1395	3932.647806
1396	3932.250274
1397	3931.818456
1398	3931.35889
1399	3930.811234
1400	3930.418182
1401	3929.849994
1402	3928.074129
1403	3927.524615
1404	3927.055441
1405	3926.863421
1406	3926.425131
1407	3924.439309
1408	3923.830996
1409	3923.638433
1410	3923.112325
1411	3922.814132
1412	3922.596009
1413	3922.112211
1414	3921.731532
1415	3921.354361
1416	3921.173457
1417	3920.574858
1418	3918.748595
1419	3918.325134
1420	3917.772355
1421	3917.289688
1422	3917.032249
1423	3916.382253
1424	3915.827971
1425	3915.310387
1426	3914.920899
1427	3914.190666
1428	3913.981605
1429	3913.668495
1430	3913.48905
1431	3913.28105
1432	3912.296975
1433	3912.065851
1434	3911.670544
1435	3911.388592
1436	3909.808232
1437	3909.277849
1438	3908.9511
1439	3908.694417
1440	3908.446363
1441	3908.200332
1442	3907.928902
1443	3907.744898
1444	3907.272989
1445	3906.732762
1446	3906.255018
1447	3905.888065
1448	3905.41623
1449	3904.8095
1450	3904.530735
1451	3904.043523
1452	3903.326897
1453	3902.856978
1454	3902.607248
1455	3902.237362
1456	3901.728709
1457	3901.344018
1458	3900.265169
1459	3899.876654
1460	3899.630641
1461	3899.110282
1462	3898.067554
1463	3897.636476
1464	3897.326206
1465	3896.72761
1466	3896.485964
1467	3896.171294
1468	3896.00199
1469	3895.451934
1470	3895.094079
1471	3894.856255
1472	3894.320968
1473	3893.811126
1474	3893.438429
1475	3893.203053
1476	3892.808276
1477	3892.54458
1478	3892.298638
1479	3891.929195
1480	3891.466759
1481	3890.728344
1482	3890.225869
1483	3889.788146
1484	3889.524492
1485	3889.172136
1486	3888.677458
1487	3888.268118
1488	3888.102858
1489	3887.649126
1490	3886.025848
1491	3885.543572
1492	3885.13558
1493	3884.747773
1494	3884.231135
1495	3883.698015
1496	3883.151378
1497	3882.73441
1498	3881.242851
1499	3880.922674
1500	3880.350354
1501	3879.954012
1502	3879.70096
1503	3879.177752
1504	3878.744258
1505	3878.482865
1506	3878.101081
1507	3877.715163
1508	3877.151171
1509	3876.870157
1510	3876.339018
1511	3876.081161
1512	3875.900998
1513	3875.499739
1514	3874.965246
1515	3874.51348
1516	3873.671277
1517	3873.437713
1518	3873.272582
1519	3872.720328
1520	3872.492099
1521	3872.040304
1522	3871.882877
1523	3871.369227
1524	3870.580222
1525	3870.099661
1526	3869.626277
1527	3869.253047
1528	3868.748358
1529	3868.30519
1530	3868.0814
1531	3867.798921
1532	3867.493864
1533	3867.146294
1534	3866.929941
1535	3866.71013
1536	3866.497053
1537	3866.221107
1538	3864.523382
1539	3864.306301
1540	3864.110354
1541	3863.810373
1542	3862.190214
1543	3861.822161
1544	3861.566263
1545	3861.198482
1546	3860.871555
1547	3860.262898
1548	3859.928608
1549	3859.715671
1550	3859.201785
1551	3858.604867
1552	3858.209224
1553	3857.819271
1554	3857.484876
1555	3857.274782
1556	3857.028498
1557	3856.855616
1558	3856.608485
1559	3856.401596
1560	3856.157784
1561	3855.682991
1562	3855.366874
1563	3855.028897
1564	3854.601612
1565	3854.351592
1566	3853.783127
1567	3853.330096
1568	3853.07261
1569	3852.603151
1570	3852.072638
1571	3851.903556
1572	3851.715753
1573	3851.368248
1574	3849.734647
1575	3848.955841
1576	3848.320112
1577	3848.115554
1578	3847.086186
1579	3846.599318
1580	3846.345492
1581	3846.061165
1582	3845.77995
1583	3845.221697
1584	3844.805049
1585	3844.419756
1586	3843.918443
1587	3843.641228
1588	3843.127979
1589	3842.798648
1590	3842.543212
1591	3842.061902
1592	3841.893798
1593	3841.150579
1594	3840.72731
1595	3840.260186
1596	3839.845433
1597	3839.662321
1598	3839.498138
1599	3839.264955
1600	3838.68067
1601	3837.916562
1602	3837.215359
1603	3836.737815
1604	3836.564653
1605	3836.067021
1606	3835.453752
1607	3835.011023
1608	3834.557811
1609	3834.287442
1610	3833.566466
1611	3832.862407
1612	3832.262011
1613	3832.020373
1614	3831.439172
1615	3830.916386
1616	3830.476944
1617	3830.096223
1618	3829.630732
1619	3829.172536
1620	3828.765113
1621	3828.523834
1622	3828.044671
1623	3827.816921
1624	3827.591807
1625	3827.022183
1626	3825.470268
1627	3824.966835
1628	3824.313729
1629	3823.885368
1630	3823.724954
1631	3823.352665
1632	3823.129037
1633	3822.660756
1634	3822.099143
1635	3821.870501
1636	3821.650082
1637	3821.263374
1638	3820.76998
1639	3820.505766
1640	3820.307071
1641	3819.886513
1642	3819.466493
1643	3819.206547
1644	3818.746785
1645	3818.452168
1646	3818.250666
1647	3818.058065
1648	3817.555699
1649	3817.233737
1650	3816.955381
1651	3816.465587
1652	3816.306917
1653	3815.50534
1654	3815.307323
1655	3815.110552
1656	3814.614221
1657	3814.064876
1658	3813.356177
1659	3812.690593
1660	3812.388826
1661	3811.967421
1662	3811.509285
1663	3810.724543
1664	3810.281518
