iter	RMSE
1665	3810.088038
1666	3808.627983
1667	3808.211517
1668	3807.955287
1669	3807.769015
1670	3807.13467
1671	3806.950685
1672	3806.610745
1673	3806.206606
1674	3805.980093
1675	3805.794167
1676	3805.604402
1677	3805.354571
1678	3805.198136
1679	3804.660613
1680	3804.433003
1681	3803.879073
1682	3803.228857
1683	3802.839122
1684	3802.3564
1685	3802.108583
1686	3801.56958
1687	3801.383048
1688	3800.940525
1689	3800.509828
1690	3800.178777
1691	3799.453776
1692	3798.701181
1693	3798.54757
1694	3798.101231
1695	3797.796499
1696	3797.492372
1697	3797.1276
1698	3796.969183
1699	3796.180828
1700	3795.847994
1701	3795.170318
1702	3794.987845
1703	3794.360873
1704	3793.890643
1705	3793.678647
1706	3793.349605
1707	3793.127891
1708	3792.656901
1709	3792.326088
1710	3791.831163
1711	3791.53262
1712	3791.109513
1713	3790.495722
1714	3789.857198
1715	3789.638141
1716	3789.344432
1717	3788.83814
1718	3788.472411
1719	3788.191484
1720	3787.822862
1721	3787.637196
1722	3787.037575
1723	3786.848584
1724	3786.523664
1725	3786.129023
1726	3785.984294
1727	3785.254482
1728	3784.903884
1729	3784.548109
1730	3784.147138
1731	3783.828227
1732	3783.530541
1733	3782.924242
1734	3782.636348
1735	3782.173142
1736	3781.626492
1737	3781.411633
1738	3780.905233
1739	3780.504391
1740	3780.226098
1741	3779.801036
1742	3779.362998
1743	3779.083994
1744	3778.708778
1745	3778.330567
1746	3777.91188
1747	3777.566323
1748	3777.120312
1749	3776.490535
1750	3775.918397
1751	3775.68862
1752	3775.376053
1753	3775.230512
1754	3774.698921
1755	3774.215729
1756	3773.995325
1757	3773.858539
1758	3773.421814
1759	3772.945984
1760	3771.579928
1761	3771.166936
1762	3771.053342
1763	3770.532417
1764	3770.007079
1765	3769.432774
1766	3769.265573
1767	3768.819749
1768	3768.248251
1769	3768.052764
1770	3767.888536
1771	3767.673384
1772	3767.253764
1773	3766.774607
1774	3766.398179
1775	3766.019458
1776	3765.759045
1777	3765.551955
1778	3764.988456
1779	3764.686069
1780	3764.51827
1781	3764.133458
1782	3763.967076
1783	3763.588318
1784	3763.130735
1785	3762.877643
1786	3762.662783
1787	3762.135329
1788	3761.802117
1789	3761.501891
1790	3760.915476
1791	3760.720976
1792	3760.32679
1793	3760.131521
1794	3759.607165
1795	3759.299994
1796	3758.996654
1797	3758.680367
1798	3758.220399
1799	3757.847588
1800	3757.513577
1801	3756.925118
1802	3756.379861
1803	3755.801936
1804	3755.693174
1805	3755.227323
1806	3754.826441
1807	3754.356606
1808	3753.90305
1809	3753.498757
1810	3753.104347
1811	3752.835159
1812	3752.500102
1813	3751.860324
1814	3751.354259
1815	3750.981664
1816	3750.750108
1817	3749.718912
1818	3749.284722
1819	3748.774
1820	3748.144539
1821	3747.075368
1822	3746.711024
1823	3746.370311
1824	3745.94394
1825	3745.798381
1826	3745.403216
1827	3744.786142
1828	3744.247055
1829	3744.085059
1830	3743.660274
1831	3742.953355
1832	3742.680329
1833	3742.285869
1834	3741.876436
1835	3741.561691
1836	3741.375892
1837	3740.856381
1838	3740.6395
1839	3740.133527
1840	3739.743136
1841	3739.474291
1842	3739.042882
1843	3738.710307
1844	3738.538135
1845	3738.029264
1846	3737.765117
1847	3737.4791
1848	3737.113655
1849	3736.798446
1850	3736.381699
1851	3735.821469
1852	3735.493301
1853	3735.260266
1854	3734.959165
1855	3734.667312
1856	3734.279482
1857	3733.889967
1858	3733.593572
1859	3733.229166
1860	3732.288544
1861	3731.967262
1862	3731.5808
1863	3731.307225
1864	3730.92287
1865	3730.677339
1866	3730.364118
1867	3729.964965
1868	3729.475219
1869	3729.09381
1870	3728.687459
1871	3728.327836
1872	3727.704557
1873	3727.324812
1874	3726.930994
1875	3726.498166
1876	3726.118765
1877	3725.703938
1878	3725.445842
1879	3724.972646
1880	3724.388369
1881	3724.056591
1882	3723.549563
1883	3722.272451
1884	3721.882424
1885	3721.4646
1886	3721.02013
1887	3720.773812
1888	3720.396952
1889	3720.211569
1890	3719.973687
1891	3719.5632
1892	3719.193919
1893	3718.656792
1894	3718.492532
1895	3718.09014
1896	3717.763696
1897	3717.393246
1898	3716.973876
1899	3716.862994
1900	3716.524756
1901	3716.207313
1902	3715.8059
1903	3715.443441
1904	3714.870659
1905	3714.279416
1906	3713.879871
1907	3713.731449
1908	3713.469824
1909	3713.08955
1910	3712.729934
1911	3712.332941
1912	3711.891243
1913	3711.304544
1914	3710.944981
1915	3710.714595
1916	3710.321629
1917	3710.072366
1918	3709.815578
1919	3709.626371
1920	3709.036625
1921	3708.513484
1922	3708.272948
1923	3707.842085
1924	3707.518218
1925	3707.143756
1926	3706.945011
1927	3706.64722
1928	3706.342177
1929	3705.971896
1930	3705.631553
1931	3705.275764
1932	3704.76411
1933	3704.354156
1934	3703.971903
1935	3703.620809
1936	3703.345186
1937	3702.821235
1938	3702.619857
1939	3702.152598
1940	3701.649831
1941	3701.376796
1942	3701.07059
1943	3700.72387
1944	3700.421524
1945	3700.064674
1946	3699.642383
1947	3699.407706
1948	3699.171577
1949	3698.933203
1950	3698.355972
1951	3697.916914
1952	3697.638833
1953	3697.34986
1954	3697.096733
1955	3696.766172
1956	3696.403629
1957	3695.731902
1958	3695.405637
1959	3695.048813
1960	3694.708206
1961	3694.335446
1962	3693.991947
1963	3693.767174
1964	3693.351039
1965	3692.87334
1966	3692.520591
1967	3692.119069
1968	3691.874713
1969	3691.638872
1970	3691.403525
1971	3691.133884
1972	3690.629229
1973	3690.18988
1974	3689.83982
1975	3689.473203
1976	3688.248341
1977	3688.01509
1978	3687.796897
1979	3687.580246
1980	3687.418267
1981	3687.174049
1982	3685.983491
1983	3685.71462
1984	3685.316876
1985	3685.009841
1986	3684.661543
1987	3684.271149
1988	3683.332706
1989	3683.109904
1990	3682.642787
1991	3682.429055
1992	3682.082792
1993	3681.528324
1994	3681.200301
1995	3680.978009
1996	3680.7447
1997	3680.480034
1998	3680.26254
1999	3679.99762
2000	3679.716841
2001	3679.35518
2002	3679.16996
2003	3678.941497
2004	3678.731974
2005	3678.525765
2006	3678.133532
2007	3677.764556
2008	3677.25246
2009	3677.038411
2010	3676.627177
2011	3676.406796
2012	3676.017392
2013	3675.639527
2014	3675.394094
2015	3675.068276
2016	3674.413894
2017	3673.469315
2018	3673.238632
2019	3673.0182
2020	3672.695303
2021	3672.533749
2022	3672.327895
2023	3672.112701
2024	3671.619499
2025	3671.201515
2026	3670.710442
2027	3670.331564
2028	3670.130275
2029	3669.728223
2030	3669.178655
2031	3668.50278
2032	3668.019945
2033	3667.795253
2034	3667.402592
2035	3667.206021
2036	3666.975212
2037	3666.649424
2038	3666.473834
2039	3666.095304
2040	3665.863903
2041	3665.693762
2042	3665.410476
2043	3665.013623
2044	3664.80326
2045	3664.489674
2046	3664.33228
2047	3664.076407
2048	3663.777355
2049	3663.020102
2050	3662.704257
2051	3662.541579
2052	3662.306118
2053	3661.979262
2054	3661.83446
2055	3661.598182
2056	3661.418615
2057	3661.109092
2058	3660.878234
2059	3660.493553
2060	3660.22234
2061	3660.007682
2062	3659.848999
2063	3659.596703
2064	3659.069986
2065	3658.63273
2066	3658.114065
2067	3657.881778
2068	3657.524752
2069	3656.779014
2070	3656.578931
2071	3656.33098
2072	3656.015313
2073	3655.560048
2074	3655.322373
2075	3655.153371
2076	3654.967491
2077	3654.605061
2078	3654.37551
2079	3653.934342
2080	3653.297186
2081	3653.134577
2082	3652.808305
2083	3652.465166
2084	3652.354903
2085	3652.172256
2086	3651.785457
2087	3651.408993
2088	3651.202072
2089	3651.047201
2090	3650.736376
2091	3650.432219
2092	3650.058749
2093	3649.584394
2094	3649.394556
2095	3649.220512
2096	3649.07664
2097	3648.612537
2098	3648.408947
2099	3648.037886
2100	3647.13045
2101	3646.727455
2102	3646.574479
2103	3646.310149
2104	3645.910546
2105	3645.768589
2106	3644.644607
2107	3644.32345
2108	3643.906151
2109	3643.598817
2110	3643.230421
2111	3643.033216
2112	3642.773091
2113	3642.441462
2114	3642.139516
2115	3641.799986
2116	3641.449624
2117	3641.001811
2118	3640.549478
2119	3640.284993
2120	3640.094065
2121	3639.800149
2122	3639.664977
2123	3639.498006
2124	3638.964914
2125	3638.624865
2126	3638.105328
2127	3637.92461
2128	3637.788616
2129	3637.600066
2130	3637.414313
2131	3636.967669
2132	3636.708816
2133	3636.490148
2134	3636.286983
2135	3635.814334
2136	3635.452278
2137	3635.105577
2138	3634.933489
2139	3634.732963
2140	3633.864034
2141	3633.288804
2142	3633.058562
2143	3632.857749
2144	3632.577115
2145	3632.360408
2146	3632.002661
2147	3631.690164
2148	3631.57566
2149	3631.415997
2150	3631.201566
2151	3630.688868
2152	3630.472508
2153	3630.118185
2154	3629.551493
2155	3629.081633
2156	3628.853638
2157	3628.501704
2158	3628.278293
2159	3628.126222
2160	3627.838938
2161	3627.508949
2162	3627.098782
2163	3626.936899
2164	3626.720305
2165	3626.317001
2166	3625.938352
2167	3625.568225
2168	3625.294583
2169	3625.154451
2170	3624.848185
2171	3624.499355
2172	3624.180474
2173	3623.336787
2174	3622.97968
2175	3622.735088
2176	3622.474344
2177	3622.231391
2178	3622.054976
2179	3621.794053
2180	3621.584745
2181	3621.284586
2182	3620.962864
2183	3620.505253
2184	3620.054122
2185	3619.640786
2186	3619.356793
2187	3618.899725
2188	3618.790569
2189	3618.630619
2190	3617.900766
2191	3617.690659
2192	3617.530476
2193	3617.311429
2194	3617.029765
2195	3616.806358
2196	3616.60903
2197	3616.13146
2198	3615.985641
2199	3615.812212
2200	3615.485587
2201	3615.213513
2202	3614.977618
2203	3614.677927
2204	3614.510354
2205	3614.259519
2206	3614.130728
2207	3613.820779
2208	3613.678309
2209	3613.335646
2210	3613.002996
2211	3612.66113
2212	3612.372642
2213	3612.164966
2214	3611.465696
2215	3610.653375
2216	3610.23473
2217	3610.07288
2218	3609.865334
2219	3609.460996
2220	3609.342011
2221	3609.002494
2222	3608.664301
2223	3608.418651
2224	3607.722898
2225	3607.590429
2226	3607.439088
2227	3606.75221
2228	3606.207528
2229	3606.010614
2230	3605.818732
2231	3605.613741
2232	3605.505475
2233	3605.186442
2234	3605.019866
2235	3604.674374
2236	3604.332757
2237	3603.496227
2238	3603.122811
2239	3602.788649
2240	3602.544224
2241	3602.370633
2242	3602.214932
2243	3601.655665
2244	3601.551377
2245	3601.30291
2246	3601.17546
2247	3600.946119
2248	3600.768053
2249	3600.610872
2250	3600.361079
2251	3599.863577
2252	3599.129389
2253	3598.974216
2254	3598.785793
2255	3598.473283
2256	3598.371196
2257	3598.133773
2258	3597.910437
2259	3597.581401
2260	3597.22108
2261	3597.027972
2262	3596.852345
2263	3596.66944
2264	3596.568623
2265	3596.419689
2266	3596.095732
2267	3595.946767
2268	3595.588764
2269	3595.418542
2270	3595.145494
2271	3594.993463
2272	3594.89514
2273	3594.696736
2274	3594.515572
2275	3594.180478
2276	3593.938603
2277	3593.714988
2278	3593.53969
2279	3593.218407
2280	3592.74029
2281	3592.491189
2282	3592.263396
2283	3592.052978
2284	3591.810434
2285	3591.713139
2286	3591.512683
2287	3591.396057
2288	3591.12806
2289	3590.741049
2290	3590.503339
2291	3590.230871
2292	3590.033259
2293	3589.865014
2294	3589.16884
2295	3589.072869
2296	3588.9898
2297	3588.580331
2298	3588.40878
2299	3588.253174
2300	3587.466604
2301	3587.170163
2302	3586.800383
2303	3586.489237
2304	3586.096199
2305	3585.416412
2306	3585.273131
2307	3585.104758
2308	3584.443293
2309	3584.05316
2310	3583.913574
2311	3583.609259
2312	3582.838191
2313	3582.659198
2314	3582.389341
2315	3582.295661
2316	3582.042105
2317	3581.949532
2318	3581.773926
2319	3581.695237
2320	3581.454031
2321	3581.157801
2322	3580.813313
2323	3580.611499
2324	3580.356056
2325	3580.24349
2326	3580.080296
2327	3579.461868
2328	3578.994679
2329	3578.666516
2330	3578.456124
2331	3577.698316
2332	3577.345295
2333	3577.096453
2334	3576.924738
2335	3576.649638
2336	3576.55719
2337	3576.386137
2338	3576.29587
2339	3575.928116
2340	3575.734248
2341	3575.526276
2342	3575.023082
2343	3574.493182
2344	3574.368522
2345	3574.166738
2346	3573.643417
2347	3573.281567
2348	3572.859535
2349	3572.599502
2350	3572.225693
2351	3571.897126
2352	3571.380557
2353	3570.631639
2354	3570.542661
2355	3570.279189
2356	3569.690166
2357	3569.183939
2358	3568.904645
2359	3568.811915
2360	3568.708125
2361	3568.541867
2362	3568.432415
2363	3567.999391
2364	3567.911627
2365	3567.577728
2366	3566.971713
2367	3566.764413
2368	3566.392163
2369	3566.296008
2370	3565.855736
2371	3565.691963
2372	3564.955295
2373	3564.869344
2374	3564.435225
2375	3564.207501
2376	3564.061395
2377	3563.855124
2378	3563.598041
2379	3563.220835
2380	3563.041971
2381	3562.78742
2382	3562.402814
2383	3562.12211
2384	3561.999928
2385	3561.579769
2386	3561.459416
2387	3561.081889
2388	3560.506766
2389	3560.286215
2390	3560.187971
2391	3560.097599
2392	3559.879493
2393	3559.564034
2394	3559.292397
2395	3559.174462
2396	3559.004738
2397	3558.632115
2398	3558.459865
2399	3558.357976
2400	3558.110872
2401	3557.861196
2402	3557.601614
2403	3557.381779
2404	3556.880597
2405	3556.642989
2406	3556.429476
2407	3556.342288
2408	3555.927261
2409	3555.697197
2410	3555.456131
2411	3555.372569
2412	3555.257186
2413	3555.039712
2414	3554.816678
2415	3554.506514
2416	3554.439305
2417	3553.591105
2418	3553.247481
2419	3553.173175
2420	3552.929116
2421	3552.607758
2422	3552.24868
2423	3551.939404
2424	3551.682884
2425	3551.583449
2426	3551.510119
2427	3551.124228
2428	3550.781756
2429	3550.525788
2430	3550.423683
2431	3550.357822
2432	3550.215195
2433	3549.940928
2434	3549.583215
2435	3549.384667
2436	3549.310932
2437	3549.156414
2438	3548.978917
2439	3548.603211
2440	3548.351595
2441	3548.291082
2442	3547.912657
2443	3547.831257
2444	3547.34344
2445	3547.160833
2446	3547.003278
2447	3546.795223
2448	3546.452828
2449	3546.356438
2450	3546.149072
2451	3545.937129
2452	3545.876969
2453	3545.646682
2454	3545.444302
2455	3545.124999
2456	3544.95483
2457	3544.20971
2458	3544.111586
2459	3543.90006
2460	3543.644046
2461	3543.398824
2462	3542.992895
2463	3542.780238
2464	3542.687794
2465	3542.449118
2466	3542.086038
2467	3541.921367
2468	3541.761267
2469	3541.429551
2470	3541.1883
2471	3540.907106
2472	3540.493699
2473	3539.895273
2474	3539.814054
2475	3539.115367
2476	3538.902813
2477	3538.82588
2478	3538.416977
2479	3538.179065
2480	3537.958999
2481	3537.853793
2482	3537.795487
2483	3537.631655
2484	3537.410551
2485	3536.839703
2486	3536.732558
2487	3536.646285
2488	3536.280309
2489	3536.070889
2490	3535.897986
2491	3535.539977
2492	3535.187691
2493	3534.799578
2494	3534.556005
2495	3534.310039
2496	3533.938093
2497	3533.799103
2498	3533.702044
2499	3533.35528
2500	3532.952621
2501	3532.744192
2502	3532.504484
2503	3532.224757
2504	3532.140242
2505	3532.048929
2506	3531.914495
2507	3531.664969
2508	3531.369155
2509	3531.276232
2510	3531.111187
2511	3531.032978
2512	3530.813487
2513	3530.521672
2514	3530.316979
2515	3529.715366
2516	3529.552754
2517	3529.388412
2518	3529.165558
2519	3529.096926
2520	3528.489914
2521	3528.304367
2522	3528.070347
2523	3527.999526
2524	3527.648979
2525	3527.545629
2526	3527.20429
2527	3527.0414
2528	3526.778851
2529	3526.516639
2530	3526.428848
2531	3526.168607
2532	3525.986476
2533	3525.666784
2534	3525.48415
2535	3525.089008
2536	3524.7923
2537	3524.593405
2538	3524.404283
2539	3524.250865
2540	3524.03564
2541	3523.904717
2542	3523.591906
2543	3523.230166
2544	3523.078956
2545	3522.864621
2546	3522.505665
2547	3522.374825
2548	3522.299628
2549	3522.17268
2550	3521.983451
2551	3521.866016
2552	3521.667559
2553	3521.464333
2554	3521.246165
2555	3521.140539
2556	3520.94494
2557	3520.473707
2558	3520.286917
2559	3519.515642
2560	3519.183919
2561	3518.634924
2562	3518.510452
2563	3518.32554
2564	3518.142618
2565	3518.009757
2566	3517.545728
2567	3517.350029
2568	3516.964719
2569	3516.640015
2570	3516.196076
2571	3516.06325
2572	3515.978057
2573	3515.597604
2574	3515.450737
2575	3515.279161
2576	3514.883557
2577	3514.751733
2578	3514.686877
2579	3514.071982
2580	3513.94075
2581	3513.740241
2582	3513.56269
2583	3513.23809
2584	3512.930858
2585	3512.602578
2586	3512.228303
2587	3512.011038
2588	3511.730233
2589	3511.575139
2590	3511.500183
2591	3511.341277
2592	3511.163392
2593	3510.935553
2594	3510.726135
2595	3510.577148
2596	3510.345536
2597	3510.179133
2598	3509.992446
2599	3509.62393
2600	3509.161237
2601	3509.003284
2602	3508.681744
2603	3508.491031
2604	3508.221938
2605	3507.934469
2606	3507.529021
2607	3507.385767
2608	3507.276682
2609	3506.940377
2610	3506.647563
2611	3506.342316
2612	3505.638287
2613	3505.549542
2614	3505.206415
2615	3504.996838
2616	3504.865495
2617	3504.553099
2618	3504.080911
2619	3503.865798
2620	3503.799345
2621	3503.66889
2622	3503.603279
2623	3503.446872
2624	3503.354185
2625	3503.086077
2626	3502.825506
2627	3502.586598
2628	3502.386264
2629	3502.08622
2630	3501.840051
2631	3501.491758
2632	3501.085275
2633	3500.931168
2634	3500.795591
2635	3500.609527
2636	3500.469952
2637	3500.189617
2638	3499.867298
2639	3499.610694
2640	3499.283483
2641	3499.061951
2642	3498.89984
2643	3497.213606
2644	3497.061019
2645	3496.401609
2646	3496.210533
2647	3495.473603
2648	3495.321844
2649	3495.043619
2650	3494.767065
2651	3494.66766
2652	3494.42127
2653	3494.097583
2654	3493.776953
2655	3493.677096
2656	3493.348799
2657	3492.724156
2658	3492.627745
2659	3492.223573
2660	3491.926442
2661	3491.611047
2662	3491.457785
2663	3491.320983
2664	3490.89991
2665	3490.619973
2666	3490.397658
2667	3490.154605
2668	3489.817241
2669	3489.64166
2670	3489.364632
2671	3489.12503
2672	3489.026497
2673	3488.845376
2674	3488.722813
2675	3488.502542
2676	3487.933972
2677	3487.727661
2678	3487.546607
2679	3487.233934
2680	3487.013489
2681	3486.794905
